Date	Open	High	Low	Close
08-20-04	"49,813286"	"56,528118"	"47,800831"	"50,993862"
09-01-04	"51,158245"	"67,257904"	"49,285267"	"64,558022"
10-01-04	"65,155777"	"99,601669"	"64,209328"	"94,96405"
11-01-04	"96,41362"	"100,423584"	"80,353813"	"90,650223"
12-01-04	"90,635277"	"99,566803"	"83,920448"	"96,035034"
01-01-05	"98,331429"	"102,266678"	"87,815842"	"97,444756"
02-01-05	"96,827072"	"107,995209"	"90,162048"	"93,643997"
03-01-05	"94,291573"	"94,570526"	"85,962791"	"89,917969"
04-01-05	"90,540634"	"111,950386"	"89,584213"	"109,589233"
05-01-05	"110,610405"	"138,680191"	"109,69384"	"138,11731"
06-01-05	"141,071228"	"154,047592"	"133,215668"	"146,525787"
07-01-05	"146,969116"	"158,306625"	"142,959152"	"143,342712"
08-01-05	"143,522049"	"149,300385"	"136,164627"	"142,466003"
09-01-05	"142,421173"	"159,875748"	"141,967865"	"157,63913"
10-01-05	"156,229416"	"186,675293"	"144,797272"	"185,375168"
11-01-05	"185,235687"	"214,814819"	"183,81601"	"201,69899"
12-01-05	"203,835968"	"222,271866"	"198,759995"	"206,655411"
01-01-06	"210,4711"	"236,667908"	"196,632965"	"215,522171"
02-01-06	"193,788635"	"202,491013"	"168,284225"	"180,63295"
03-01-06	"183,591858"	"198,75502"	"165,15596"	"194,27182"
04-01-06	"194,037704"	"224,518448"	"193,240692"	"208,189651"
05-01-06	"208,453659"	"208,936859"	"179,611771"	"185,215759"
06-01-06	"186,072556"	"208,882065"	"185,106171"	"208,882065"
07-01-06	"209,235733"	"213,146072"	"188,139801"	"192,578171"
08-01-06	"191,835953"	"194,27182"	"181,001556"	"188,558243"
09-01-06	"189,783646"	"208,563248"	"187,656616"	"200,1996"
10-01-06	"200,1996"	"245,061447"	"198,351532"	"237,305527"
11-01-06	"238,486099"	"255,54216"	"231,661682"	"241,499802"
12-01-06	"242,082611"	"245,280624"	"225,325424"	"229,380234"
01-01-07	"232,129913"	"255,54216"	"229,694046"	"249,813644"
02-01-07	"252,055237"	"252,060211"	"220,692795"	"223,885818"
03-01-07	"220,508484"	"232,129913"	"217,684067"	"228,224564"
04-01-07	"228,025299"	"245,330444"	"225,215836"	"234,809875"
05-01-07	"235,213364"	"253,440048"	"227,850952"	"248,025345"
06-01-07	"249,564575"	"266,496094"	"247,865936"	"260,374054"
07-01-07	"261,763855"	"278,24707"	"248,50853"	"254,04776"
08-01-07	"254,296829"	"262,426361"	"239,332916"	"256,662964"
09-01-07	"256,548401"	"284,827393"	"254,48613"	"282,575836"
10-01-07	"283,920807"	"352,179932"	"283,741455"	"352,179932"
11-01-07	"350,082794"	"372,224823"	"306,859802"	"345,206085"
12-01-07	"344,214813"	"361,046722"	"325,031708"	"344,448914"
01-01-08	"345,141327"	"347,382935"	"258,530975"	"281,096375"
02-01-08	"263,3479"	"269,509796"	"222,590683"	"234,710251"
03-01-08	"234,874634"	"235,477371"	"205,285538"	"219,412582"
04-01-08	"223,034012"	"291,337982"	"219,676605"	"286,072723"
05-01-08	"288,075226"	"300,100159"	"267,900848"	"291,806244"
06-01-08	"290,162415"	"292,922058"	"256,583252"	"262,227112"
07-01-08	"258,819885"	"276,80249"	"231,930664"	"235,990448"
08-01-08	"235,372772"	"254,376541"	"230,08757"	"230,779984"
09-01-08	"237,494812"	"240,189713"	"189,644165"	"199,512177"
10-01-08	"204,807327"	"207,711441"	"154,142242"	"179,009033"
11-01-08	"178,12236"	"185,484756"	"123,188263"	"145,933014"
12-01-08	"142,804733"	"164,134781"	"130,799728"	"153,25058"
01-01-09	"153,723801"	"175,507156"	"140,847076"	"168,632919"
02-01-09	"166,520844"	"189,78862"	"164,159683"	"168,363937"
03-01-09	"166,042633"	"178,909409"	"144,184555"	"173,380127"
04-01-09	"171,248123"	"201,121155"	"169,669037"	"197,245682"
05-01-09	"196,777435"	"207,835983"	"191,62674"	"207,835983"
06-01-09	"208,583176"	"222,834763"	"200,194626"	"210,007843"
07-01-09	"211,307968"	"225,504745"	"197,250656"	"220,697769"
08-01-09	"223,53215"	"236,289337"	"218,461151"	"229,973007"
09-01-09	"228,98172"	"252,553375"	"225,449951"	"246,999191"
10-01-09	"245,579514"	"279,771362"	"240,398926"	"267,05899"
11-01-09	"267,537201"	"292,433899"	"263,133698"	"290,411469"
12-01-09	"292,966888"	"311,826202"	"288,508606"	"308,832428"
01-01-10	"312,304413"	"313,57962"	"261,823608"	"263,98053"
02-01-10	"266,301849"	"272,727753"	"259,029083"	"262,416412"
03-01-10	"263,611908"	"293,041595"	"262,884644"	"282,501129"
04-01-10	"284,608215"	"297,803772"	"259,542175"	"261,868439"
05-01-10	"262,266968"	"265,464966"	"229,141129"	"241,908264"
06-01-10	"239,317978"	"253,674164"	"221,529648"	"221,644226"
07-01-10	"221,813583"	"247,821106"	"216,005356"	"241,51973"
08-01-10	"243,582001"	"253,350388"	"222,989182"	"224,169754"
09-01-10	"226,640503"	"267,422638"	"225,405121"	"261,9133"
10-01-10	"264,010437"	"311,203522"	"258,456238"	"305,704132"
11-01-10	"306,715363"	"314,247131"	"275,621887"	"276,817413"
12-01-10	"280,448822"	"302,366669"	"280,149933"	"295,875977"
01-01-11	"297,126312"	"320,27951"	"296,663025"	"299,059052"
02-01-11	"301,116333"	"314,411499"	"299,552216"	"305,554718"
03-01-11	"307,736542"	"308,453827"	"274,610687"	"292,284454"
04-01-11	"293,280701"	"296,483704"	"258,530975"	"271,034088"
05-01-11	"271,831116"	"271,846069"	"255,741425"	"263,522247"
06-01-11	"263,034088"	"265,604462"	"235,626816"	"252,244522"
07-01-11	"252,423859"	"312,578369"	"252,244522"	"300,717834"
08-01-11	"304,468781"	"306,6008"	"244,513504"	"269,469971"
09-01-11	"269,365356"	"278,217163"	"254,296829"	"256,55835"
10-01-11	"253,973053"	"300,22467"	"239,402664"	"295,21347"
11-01-11	"288,966888"	"307,995544"	"279,616913"	"298,575867"
12-01-11	"298,87973"	"322,172424"	"298,381592"	"321,744019"
01-01-12	"325,250885"	"333,873566"	"281,220917"	"288,971863"
02-01-12	"291,377838"	"311,631927"	"288,488678"	"307,970642"
03-01-12	"309,96817"	"328,065338"	"295,811218"	"319,422729"
04-01-12	"319,188599"	"325,350494"	"293,998016"	"301,295685"
05-01-12	"300,767639"	"317,73407"	"288,418945"	"289,345459"
06-01-12	"284,827393"	"292,847351"	"277,220917"	"288,951935"
07-01-12	"289,823669"	"320,100189"	"279,995514"	"315,303162"
08-01-12	"317,460083"	"343,208557"	"310,541016"	"341,265839"
09-01-12	"340,996857"	"381,016846"	"335,492493"	"375,841248"
10-01-12	"378,107758"	"385,744141"	"333,599579"	"338,879791"
11-01-12	"338,481293"	"348,304474"	"316,8125"	"347,881042"
12-01-12	"349,808838"	"363,18869"	"339,890991"	"352,369232"
01-01-13	"358,36676"	"379,054199"	"346,461365"	"376,434021"
02-01-13	"377,684357"	"402,974548"	"377,634521"	"399,104065"
03-01-13	"397,4104"	"420,424133"	"395,168823"	"395,612152"
04-01-13	"396,02063"	"412,274689"	"379,208618"	"410,745422"
05-01-13	"410,092865"	"458,581116"	"406,655762"	"433,983337"
06-01-13	"434,869995"	"453,71936"	"422,028137"	"438,541229"
07-01-13	"441,569885"	"462,267303"	"436,170135"	"442,217468"
08-01-13	"445,828918"	"453,156464"	"421,201233"	"421,868744"
09-01-13	"425,584808"	"451,303406"	"425,380554"	"436,31958"
10-01-13	"438,481476"	"518,815369"	"419,916046"	"513,365784"
11-01-13	"513,968506"	"532,00592"	"500,623535"	"527,816589"
12-01-13	"529,769287"	"558,406982"	"522,551331"	"558,262512"
01-01-14	"555,647278"	"591,054565"	"539,114258"	"588,279968"
02-01-14	"587,398315"	"612,145508"	"561,90387"	"605,555237"
03-01-14	"601,121826"	"611,204041"	"551,406128"	"555,445007"
04-01-14	"557,180237"	"603,174011"	"501,42334"	"525,218018"
05-01-14	"525,666809"	"566,285278"	"501,921967"	"558,357056"
06-01-14	"559,164795"	"580,855286"	"537,274902"	"573,704895"
07-01-14	"576,736572"	"598,008179"	"563,463013"	"569,034973"
08-01-14	"568,838257"	"585,731873"	"558,466736"	"570,034973"
09-01-14	"570,284302"	"594,846863"	"566,654236"	"575,779175"
10-01-14	"574,432922"	"579,409241"	"506,708832"	"557,549255"
11-01-14	"553,979065"	"556,372498"	"528,628662"	"540,346497"
12-01-14	"537,4245"	"539,927612"	"487,661133"	"524,95874"
01-01-15	"527,561584"	"540,685547"	"486,225067"	"533,056519"
02-01-15	"530,274109"	"563,163818"	"517,130249"	"556,871094"
03-01-15	"558,9953"	"576,327698"	"542,729919"	"546,499573"
04-01-15	"547,097961"	"569,576233"	"519,583496"	"537,340027"
05-01-15	"538,429993"	"544,190002"	"521,085022"	"532,109985"
06-01-15	"536,789978"	"543,73999"	"520,5"	"520,51001"
07-01-15	"524,72998"	"678,640015"	"515,179993"	"625,609985"
08-01-15	"625,340027"	"674,900024"	"565,049988"	"637,609985"
09-01-15	"602,359985"	"650,900024"	"589,380005"	"608,419983"
10-01-15	"608,369995"	730	"599,849976"	"710,809998"
11-01-15	"711,059998"	"762,708008"	"705,849976"	"742,599976"
12-01-15	"747,109985"	"779,97998"	"724,169983"	"758,880005"
01-01-16	743	752	"673,26001"	"742,950012"
02-01-16	"750,460022"	"789,869995"	"663,059998"	"697,77002"
03-01-16	"703,619995"	"757,880005"	"685,340027"	"744,950012"
04-01-16	"738,599976"	"769,900024"	689	"693,01001"
05-01-16	"697,630005"	"739,72998"	"689,01001"	"735,719971"
06-01-16	"734,530029"	"737,210022"	"663,283997"	"692,099976"
07-01-16	"692,200012"	"778,549988"	"688,215027"	"768,789978"
08-01-16	"761,090027"	"789,75"	"761,090027"	"767,049988"
09-01-16	"769,25"	"789,849976"	754	"777,289978"
10-01-16	"774,25"	"816,679993"	"769,5"	"784,539978"
11-01-16	"782,890015"	"795,632996"	"727,539978"	"758,039978"
12-01-16	"757,440002"	"804,380005"	"737,025024"	"771,820007"
01-01-17	"778,809998"	"841,950012"	"775,799988"	"796,789978"
02-01-17	"799,679993"	"833,450012"	"791,190002"	"823,210022"
03-01-17	"828,849976"	"853,5"	"803,369995"	"829,559998"
04-01-17	"829,219971"	"916,849976"	"817,02002"	"905,960022"
05-01-17	"901,940002"	"979,27002"	"901,450012"	"964,859985"
06-01-17	"968,950012"	"988,25"	"908,309998"	"908,72998"
07-01-17	"912,179993"	"986,200012"	"894,789978"	"930,5"
08-01-17	"932,380005"	"941,97998"	"903,400024"	"939,330017"
09-01-17	"941,130005"	"959,786011"	"909,700012"	"959,109985"
10-01-17	"959,97998"	"1048,390015"	"947,840027"	"1016,640015"
11-01-17	"1017,210022"	"1062,375"	"1013,01001"	"1021,409973"
12-01-17	"1015,799988"	"1078,48999"	"988,280029"	"1046,400024"
01-01-18	"1048,339966"	"1186,890015"	"1045,22998"	"1169,939941"
02-01-18	"1162,609985"	1174	"992,559998"	"1104,72998"
03-01-18	"1107,869995"	"1177,050049"	"980,640015"	"1031,790039"
04-01-18	"1022,820007"	"1094,165039"	"990,369995"	"1017,330017"
05-01-18	"1013,659973"	"1110,75"	"1006,289978"	"1084,98999"
06-01-18	"1099,349976"	"1186,286011"	"1096,01001"	"1115,650024"
07-01-18	1099	"1273,890015"	"1093,800049"	"1217,26001"
08-01-18	1228	"1256,5"	"1188,23999"	"1218,189941"
09-01-18	"1204,27002"	"1212,98999"	"1146,910034"	"1193,469971"
10-01-18	"1199,890015"	"1209,959961"	"995,830017"	"1076,77002"
11-01-18	"1075,800049"	"1095,569946"	"996,02002"	"1094,430054"
12-01-18	"1123,140015"	"1124,650024"	"970,109985"	"1035,609985"
01-01-19	"1016,570007"	"1117,329956"	"1014,070007"	"1116,369995"
02-01-19	"1112,400024"	1147	1086	"1119,920044"
03-01-19	"1124,900024"	"1231,790039"	"1123,300049"	"1173,310059"
04-01-19	"1184,099976"	"1289,27002"	1175	"1188,47998"
05-01-19	"1188,050049"	"1190,849976"	"1100,180054"	"1103,630005"
06-01-19	"1065,5"	"1124,109985"	1025	"1080,910034"
07-01-19	1098	"1265,550049"	"1093,703003"	"1216,680054"
08-01-19	"1214,030029"	"1234,109985"	"1140,140015"	"1188,099976"
09-01-19	"1177,030029"	"1248,300049"	"1163,199951"	1219
10-01-19	1219	"1299,310059"	"1162,430054"	"1260,109985"
11-01-19	1265	"1335,529053"	"1260,5"	"1304,959961"
12-01-19	1301	1365	1279	"1337,02002"
01-01-20	"1341,550049"	"1503,213989"	"1341,550049"	"1434,22998"
02-01-20	1462	"1532,105957"	1271	"1339,329956"
03-01-20	"1351,609985"	"1410,150024"	"1013,536011"	"1162,810059"
04-01-20	1122	"1359,98999"	"1079,810059"	"1343,660034"
05-01-20	"1328,5"	1441	1299	"1438,920044"
06-01-20	"1418,390015"	"1475,94104"	"1347,01001"	"1413,609985"
07-01-20	"1411,099976"	"1586,98999"	"1409,819946"	"1482,959961"
08-01-20	"1486,640015"	"1659,219971"	"1458,650024"	"1634,180054"
09-01-20	"1636,630005"	"1733,180054"	"1497,359985"	"1519,3214"
09-11-20	1536	"1575,199951"	"1497,359985"	"1520,719971"
